file: votematrix-lords.csv covering lords
file created: Sat Feb  9 11:29:46 2013by http://www.publicwhip.org.uk/
1054 mps
1708 divisions



Data Values
      missing: -9
      tellaye: 1
      aye: 2
      both: 3
      no: 4
      tellno: 5



Variables match to MP names as mpidXXX where XXX is the mpid number below

mpid	firstname	surname	party	PublicWhip URL
100446	Mowbray and Stourton		Con	http://publicwhip.com/mp.php?mpid=100446
100447	Moynihan		Con	http://publicwhip.com/mp.php?mpid=100447
100791	Murphy		XB	http://publicwhip.com/mp.php?mpid=100791
100983	Myners		Lab	http://publicwhip.com/mp.php?mpid=100983
100451	Naseby		Con	http://publicwhip.com/mp.php?mpid=100451
101155	Nash		Con	http://publicwhip.com/mp.php?mpid=101155
100800	Neuberger		LDem	http://publicwhip.com/mp.php?mpid=100800
100962	Neville-Jones		Con	http://publicwhip.com/mp.php?mpid=100962
100453	Newby		LDem	http://publicwhip.com/mp.php?mpid=100453
101052	Newlove		Con	http://publicwhip.com/mp.php?mpid=101052
100458	Nickson		XB	http://publicwhip.com/mp.php?mpid=100458
100459	Nicol		Lab	http://publicwhip.com/mp.php?mpid=100459
100460	Noakes		Con	http://publicwhip.com/mp.php?mpid=100460
100461	Nolan		XB	http://publicwhip.com/mp.php?mpid=100461
101120	Noon		Lab	http://publicwhip.com/mp.php?mpid=101120
100463	Northbourne		XB	http://publicwhip.com/mp.php?mpid=100463
100464	Northbrook		Con	http://publicwhip.com/mp.php?mpid=100464
100466	Northfield		Lab	http://publicwhip.com/mp.php?mpid=100466
100467	Northover		LDem	http://publicwhip.com/mp.php?mpid=100467
101058	Nye		Lab	http://publicwhip.com/mp.php?mpid=101058
100470	O&#39;Cathain		Con	http://publicwhip.com/mp.php?mpid=100470
101140	O&#39;Donnell		XB	http://publicwhip.com/mp.php?mpid=101140
100998	O&#39;Loan		XB	http://publicwhip.com/mp.php?mpid=100998
100474	Oppenheim-Barnes		Con	http://publicwhip.com/mp.php?mpid=100474
100475	Orme		Lab	http://publicwhip.com/mp.php?mpid=100475
